fault_text,label_name,split
"TC reported when train came to stop at station, BCU fault appeared at Rear M2 car. Fault cleared whe n train departed station.",Pressure Transducer,train
Rear DT car brake fault when train departing station. STBS operated. Proceed in ATPM to the next sta tion.,ACU,train
TIMS showed Smoke External Alarm at car3522. Staff(CCK) checked and confirmed no signs of smoke / f ire / burning smell on exterior or interior of train. Rear T 403 line clear and confirmed no abnormalities.,External Smoke Detector,train
WILD System Triggered 2615 on B1.,Wheel Profiling,train
3710 Having brake fault during train pre,Gateway Valve,train
Pax feedback to staff(TNM) that floor was wet due to water leakage from air-cond on T305 car 1605. S taff(TAM) checked and confirmed that the floor was wet at ca r 1065 and tripping hazard.,Purge Drain Pipe,train
TC reported TIMS showed BCU unit healthyat front DT faulty.,Tacho,train
"SnapRep: Cabin 3510. Ceiling rain water dripping.

CE: 3510 #2 end ceiling,Slight water dripping. Floor slightly wet.Temp
23.9*C",Patch Gangway Pleat,train
CE reported 1539 B5 saloon light not wor,Gangway Light,train
TC reported cab air-con not working.,Cab Aircon Control Unit,train
"539/540 - DURING TRAIN PREP, TIMS DISPLA",Pressure Transducer,train
1552 : Coolant Pressure Fault. To check,Recharge Freon,train
Suspected wheel flat at FDT car.Faultwas reported by TC.,Wheel Profiling,train
TIMS showed BCU fault at car 3701. Trainperformance - ok. TIMS showed BCU fault at car 3701. Train performance - ok.,RIO Valve,train
FW: 509/510: KSF A MPV fleetwide change,MPV,train
Snaprep: train cabin light in carriage 3,Saloon Light,train
"During DT found EMU 559/560 Air leak Test fail 1.2bar/5mins, To rectify.",Wiper Pipeline Filter,train
TC reported that smoke internal alarm atrear M1car. Staff (YCK) checked and confirmed no abnormalit ies.,Clean Internal Smoke Detector,train
TC reported cab light not working.,Cab Light Ballast,train
TC feedback after changing end that oneof the saloon light in Rear DT and Front M2 car was not work ing. TC feedback after changing end that one of the saloon l ight in Rear DT and Front M2 car was not working.,Saloon Light,train
Train doors at car Rear M1 car were notproven closed. TC recycled train doors once - ok. Fault did not recur at subsequent stations.,Door Roller,train
EMU 521/522 Air leak test failed 1.0 Bar,Test Point,train
CE feedback car 2511 at A9/B3 and 1512-A,Saloon Light,train
Stuck btake fault at front M1 car . STBSoperated. Proceeded in ATPM to BGB2 for disembarkment.,ACU,train
"TC reported TIMS indicated Front M1 A2/A3 doors ""obstacle detected"" when opened, but indication clea red when train doors closed. No other abnormalities.",Clean J Rail,train
TC reported air-con fault. Unable to reset. Staff(ADM) checked and confirmed that Rear M1 car set #2air-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
#2654 Ac2-2 compressor fault to rectify.,Saloon CCU,train
TC reported air-con fault. Unable to reset. Staff(BDL) checked and feedback Rear M1 car set #1 air-c on faulty. Reset - ok. Car was cooling.,Retighten Charging Nipple,train
TC reported intermintent APS fault at Front M2 car 2688. TC feedback train performance was ok. TC re ported intermintent APS fault at Front M2 car 2688. TC feedb ack train performance was ok.,Saloon CCU,train
"1522 and 2521 PM check found exterial smoke detector sensor head faulty.
Please check and rectify.",External Smoke Detector,train
"Snaprep. feedback car 3607 at undercarriage having loud whistling noise
when train moving.

CE checked and found noise coming from 3607 A1 door (Can be heard when
door at closing condition whilst travelling - Whistling sound coming
from the top centre between the left and right handside of the door)",Adjust Door Mating Strip,train
TC reported fire external at car 3512. Staff(RFP) checked no abnormalities. Rear T340 line clear fee dback no sign of smoke. TC reported fire external at car 351 2. Staff(RFP) checked no abnormalities. Rear T340 line clear,External Smoke Detector,train
"TC reported 'A' SIde Cab door not able to latch and secure closed, TC assisting to hold the cab doorclosed. TC open and closed a few times at BSH SB but to no avail.",Loosened Screws,train
Snap:3551 light near B2 door faulty,Saloon Light,train
3531 PM check found B side WFL oiling wh,WFL Oiling Ring,train
3507 A/C 1-1 1507 A/C 1-2 2508 A/C 2-2 1,Recharge Freon,train
CE reported 3535 n 1535 AC not cooling,Saloon CCU,train
537/538 DT check found air leak fail.,Test Point,train
2522 During DT check found A/C 1-2 & A/C,Recharge Freon,train
565/566 air leak test fail during dt [1.,Test Point,train
"3717-A1(x3),B1(x3),B2(x1)
1717-B1(x2),B2(x1)
2717-A2(x1),B1(x1)
2718-A1(x1),A2(x1),B1(x1),B2(x2)
1718-A1(x1),A2(x2),B1(x2),B2(x1)
3718-A1(x2),A2(x2),B1(x1),B2(x1)
Above location CCD assembly mounting washer crack during PM check.
Please check and rectify.",CCD Washer,train
"TC reported one saloon light not workingat car 2531, A1 door. TC reported one saloon light not work ing at car 2531, A1 door.",Saloon Light,train
CE reported car 3545 no: 6 LFF noisy.Ple,Readjust LFF Cover,train
2556-TC REPORTED BRAKE FAULT DURING TRAI,Pressure Transducer,train
505/506 1505 A9 Saloon light not working,Saloon Light,train
TIMS showed Smoke External Alarm at carFront DT car. Staff(BGS) checked and confirmed no signs of s moke / fire / burning smell on exterior or interior of train . Rear T144 line clear and confirmed no abnormalities.,External Smoke Detector,train
TIMS showed 01 fire extinguisher in RearDriving cab was missing. Staff(CBR) checked and confirmed f ire extinguisher was intact.,Adjust Fire Extinguisher Position,train
3653 Cab partition door bottom latch out,Partition Door Screw,train
515/516 Found air leak test fail 1.0bar/,Test Point,train
Train EB was applied while departing station in Auto mode. Released EB - ok.was applied due to train doors status lost. IMCC (RS) infor med. Train EB was applied while departing station in Auto mo,Adjust Cab Door Plunger,train
517/518 During train prep- Found rapid M,Door Manifold,train
TC feedback cab light was not working.,Cab Light Switch,train
TIMS showed Fire / Smoke Internal at car3554. Staff(AMK) checked and confirmed no signs of smoke or fire in the interior of train. Train was escorted to termin al station. ERS-13,Clean Internal Smoke Detector,train
#2639 Intermittent brake fault (DT check,ACU,train
Train EB was applied in Auto mode due toObstructed motion. Released EB-ok. Train unable to proceed in Auto mode. Fault recurred at YIS1. Proceeded in ATPM to t he next station. TSC did a VOBC switchover to no avail. TC d,AMR1,train
DT check Defects :-,Recharge Freon,train
IMDC - 3541: TC reported TIMS shows WSS,BCU,train
3523- ALL CARS GANGWAY PLEAT TORN.,ADDL Gangway Pleat,train
2540 A/C 2-1 DT check having CMOCR1 faul,Saloon CCU,train
ATS showed train door status lost intermittently when train was travelling between stations. TC conf irmed DIR was illuminated intermittently but no DMI indicati on or any indication on TIMS.,Door Mating Strip,train
TC notified water was seeping through detrainment ramp.,Repatch Detrainment Door Rubber,train
2537-AC 1-2 CMOCR FAULT DURING DT CHECK.,Saloon CCU,train
TC reported train doors at RM2 car werenot proven closed.TC manually open and close doors once - OK . TC reported at FM1 car 'A1' door not proven closed again a t AMK2. TC open and closed doors to no avail. Pax disembarke,Clean J Rail,train
1521-Found 1 resisitor burn mark.13/3/22,Charging Resistor,train
"3717-A1(x3),B1(x3),B2(x1)
1717-B1(x2),B2(x1)
2717-A2(x1),B1(x1)
2718-A1(x1),A2(x1),B1(x1),B2(x2)
1718-A1(x1),A2(x2),B1(x2),B2(x1)
3718-A1(x2),A2(x2),B1(x1),B2(x1)
Above location CCD assembly mounting washer crack during PM check.
Please check and rectify.",CCD Washer,train
A side Train doors at rear m2 carwerenot proven closed. TC recycled train doors once - ok. Staff( BBT) checked and confirmed no train doors abnormalities. Fau lt did not recur at subsequent stations. A side Train doors,Adjust Door Lock Switch,train
"1633 - APS FAULT. FC : 419,420",DET110,train
2710 Having BCU unit 2 Fault found during DT.,Speed Sensor,train
3701 Wiper tank sight glass leaking.,Water Tank Sight Glass,train
511/512 both EMU MR drop rapidly when sa,Door Manifold,train
CE reported Emu 3552 A4 saloon light blo,Saloon Light,train
#3556 Air compressor oil leak found duri,Air Compressor,train
"DT check found emu3506 air compressor
cut in 10.3
cut out 10.7
air leak 1 bar / 5mim.
emu 2506 found bogie2 air leak suspect leveling valve leak",CG,train
TC reported that MR overcharging between10 to 11 bars and air discharged sound was heard.,CG,train
3611 B/S door unable to close. To rectif,DORB-1,train
Counterbound T322 TC reported T126 'B' side headlight was not working.TC stepped out at BNL WB check ed and confirmed that 'B' side headlight was not working. Co unterbound T322 TC reported T126 'B' side headlight was not,Headlight,train
#3647 Ac1-2 ccu condenser fan noise found,Saloon CCU Fan,train
TC reported air discharge sound heard from driving cab. MR pressure drop to 8.8 bar when train at pl atform. MR charge to 10 bar when moving.,Wiper Engine,train
"Pax feedback to staff (ADM) Rear DT caremit loud sound. Staff (ADM) checked and confirmed no abnorm alities in between ADM2 to SBW2. Staff (YIS) onboard train c hecked and confirmed when train departing, there was an air",Air Dryer,train
2507-Replaced 1x burnt Line breaker char,Charging Resistor,train
2567 Wheel profiling,Wheel Profiling,train
"Intermittent BCU brake fault at car 1564. Brake status check ok. Fault self-cleared. TC feedback pow ering ok, train is able to achieve max speed.",ACU,train
#3525 Air compressor abnormal noise (DT,Air Compressor Fan,train
TC reported RM1 train door not proven closed. TC recycled a few times to clear fault,Clean J Rail,train
"TC reported water seeping through detrainment ramp due to heavy rain, and requested for a cleaner toclean. SMCR was informed.",Repatch Detrainment Door Rubber,train
3642 Train prep reported A4 saloon door,Door Roller,train
1534 - HEAVY LEAK NO.2 BOGIE TEST POINT,Test Point,train
3569 Wiper water tank sight glass found crack and leaking.,Wiper Tank Sight Glass,train
507/508 Air leak test fail 1.0b/5min during DT check,Test Point,train
Train encountered power fault at car front M1 while departing station. Reset - ok. Fault recurred atAMK2 and BSH2.,Charging Resistor,train
"Train doors at rear DT car ""A1"" door were not proven closed. TC opened and closed train doors 3 time s to clear fault.",Clean J Rail,train
EMU 521/522 During DT found #2522 A/C 2-,Recharge Freon,train
#515/516 Leak test fail 1bar/5Min Found,Parking Brake Solenoid Valve,train
Train doors at car 3543 were not provenclosed. TC recycled train doors twice - ok. Fault did not re cur at subsequent stations.,Clean J Rail,train
"Snap: 1555 Train door opposite B1, durin",Shim,train
T410 3517 IMDC reported headlight blown,Headlight,train
CE reported 3532 AC1-1 coolant pressure,Recharge Freon,train
Train encountered power fault at RM1 carwhile arriving station.,Charging Resistor,train
TC reported train jerky and TIMs show front DT car BC pressure - 0.1 bars while rear M1 car - 0.08 b ars.Brakes unable to release fully.,ACU,train
Snap: 3622 blowing warm air,Recharge Freon,train
2602-APS BATTERY OVER TEMPERATURE FAULT,TLSK,train
TC reported air-con fault. Unable to reset. Staff(CCK) checked and confirmed that car 3649 set #1 ai r-con faulty. Unable to reset . Car was warm.,Saloon CCU,train
Reported 3520 intermittent BCU fault.,ACU,train
TC reported driving cab 3564 'B' side cab door unable to open from the outside.,Grind Switch Rod,train
3636 DC reported: Rear cab entry indicat,Partition Door Latch,train
DT check found 3678 BCP 0.14. To rectify,ACU,train
2552 - B1 LEVELING VALVE TEST POINT LEAK,Test Point,train
3533 air leak fail when doors are open,Door Manifold,train
2530 Both A/C faulty (TP),Recharge Freon,train
507/508 CE reported both cab wipers No w,Top up Water Tank,train
3713 Axle 3 speed probe sensor fault. To,Speed Sensor,train
Pax feedback to staff (OTP) of air-con condensate at rear M1 car. Staff (QUE) checked and confirmed no air-con condensate was present.,Aircon Insulation,train
3510 - DT CHECK FOUND BEU COM & ENCODER,Encoder,train
TC reported TIMS showed BCU fault momentarily at rear M2. TC did brake status check and reported fau lt clear.,ACU,train
TC reported cab console emergency buttonbroken.,EMPB,train
#3638 Bogie-1 parking brake hose break (,Parking Brake Hose,train
2556 - NO.2 END CAR END FOOT PLATE A/S PIN FOUND BROKEN. TO RECTIFY.,Gangway Footplate,train
TC feedback cab air-con was not working.Unable to reset. Cab was very warm. Stock changeover was ar ranged at AMK MT. ERS-14,Recharge Freon,train
TC reported cab air-con was warm.,Cab CCU,train
3521 - BCU COMM FAULT. TO CHECK & RECTIF,BCU,train
TC reported cab air-con warm.,Recharge Freon,train
3708 PM check found air dryer continuous,Air Dryer,train
"T413 TC reported that T217 on the counterbound had faulty headlights. T217 TC stepped out at KTB1 an d YIS1 to check, confirmed both headlight faulty. TC reporte d MLCB tripped, TC reset MLCB, stepped to check at SBW1, fau",Headlight,train
PM checked reported 3717 water tank sigh,Water Tank Sight Glass,train
"TIMS showed BCU fault at front m1 & rearm1. Train proceed in ATPM to next station, Fault self clear ed and departed KTB2 in Auto.",ACU,train
TC reported air-con fault. Unable to reset. Staff(KTB) checked and confirmed that car 3630 set #1 ai r-con faulty. Unable to reset. Car was cooling.,Saloon CCU,train
"Rear cab entry indication illuminated. Staff (TAP) checked and feedback both doors were closed. Staf f confirmed no unauthorized person, no suspicious item and a ll switches (sealed and unsealed) in normal condition inside",Partition Door Shim,train
"DT3521 Undershoot ent logs showed BCP abnormalities at 3521. 0820, 1736hrs. s help to check.",ACU,train
DT check found 679/680 MR charge slow. DT 3679 air leak underframe3,Air Dryer,train
